single_encoder,division,group,class,subclass
RDF2060107,Engineering and technology,Materials engineering and resources engineering,Materials engineering,Metals and alloy materials engineering
RDF2060108,Engineering and technology,Materials engineering and resources engineering,Materials engineering,Organic semiconductors
RDF2060109,Engineering and technology,Materials engineering and resources engineering,Materials engineering,Polymers and plastics engineering
RDF2060110,Engineering and technology,Materials engineering and resources engineering,Materials engineering,"Timber, pulp and paper engineering"
RDF2060111,Engineering and technology,Materials engineering and resources engineering,Materials engineering,Methods of synthesis and growth of materials
RDF2060112,Engineering and technology,Materials engineering and resources engineering,Materials engineering,Elaboration and characterizations of thin and ultrathin layers
RDF2060113,Engineering and technology,Materials engineering and resources engineering,Materials engineering,Relation micro-nanostructure and properties
RDF2060114,Engineering and technology,Materials engineering and resources engineering,Materials engineering,Structure property relationships modelling of thin layers
RDF2060115,Engineering and technology,Materials engineering and resources engineering,Materials engineering,"Nanoparticle synthesis, properties and applications"
RDF2060116,Engineering and technology,Materials engineering and resources engineering,Materials engineering,"Electrical, optical, catalytic and magnetic properties of thin layers"
RDF2060199,Engineering and technology,Materials engineering and resources engineering,Materials engineering,"Materials engineering, n.e.c."
RDF20602,Engineering and technology,Materials engineering and resources engineering,Resources engineering and extractive metallurgy,
RDF2060201,Engineering and technology,Materials engineering and resources engineering,Resources engineering and extractive metallurgy,Electrometallurgy
RDF2060202,Engineering and technology,Materials engineering and resources engineering,Resources engineering and extractive metallurgy,Hydrometallurgy
RDF2060203,Engineering and technology,Materials engineering and resources engineering,Resources engineering and extractive metallurgy,Mineral processing and beneficiation
RDF2060204,Engineering and technology,Materials engineering and resources engineering,Resources engineering and extractive metallurgy,Pyrometallurgy
RDF2060299,Engineering and technology,Materials engineering and resources engineering,Resources engineering and extractive metallurgy,"Resources engineering and extractive metallurgy, n.e.c."
RDF207,Engineering and technology,Medical and biomedical engineering,,
RDF20701,Engineering and technology,Medical and biomedical engineering,Medical and biomedical engineering,
RDF2070101,Engineering and technology,Medical and biomedical engineering,Medical and biomedical engineering,Biomedical materials
RDF2070102,Engineering and technology,Medical and biomedical engineering,Medical and biomedical engineering,Biomechanical engineering
RDF2070103,Engineering and technology,Medical and biomedical engineering,Medical and biomedical engineering,Biomedical instrumentation (including diagnostics)
RDF2070104,Engineering and technology,Medical and biomedical engineering,Medical and biomedical engineering,Medical devices
RDF2070105,Engineering and technology,Medical and biomedical engineering,Medical and biomedical engineering,Rehabilitation engineering (except assistive technologies)
RDF2070106,Engineering and technology,Medical and biomedical engineering,Medical and biomedical engineering,Artificial tissues engineering
RDF2070107,Engineering and technology,Medical and biomedical engineering,Medical and biomedical engineering,Biomedical signal processing
RDF2070108,Engineering and technology,Medical and biomedical engineering,Medical and biomedical engineering,Biomedical robotics
